id,question_id,selected_option,reason_text
1445,154,A,这判断我自己买单，谁劝都白搭。
1446,154,A,我也就是好奇心太重，忍不住，不弄明白我今晚都睡不着。
1447,154,A,想知道他以前喜欢什么样的人，我总要亲眼看了才死心。
1448,154,A,搜完才敢确认，自己是不是替身选手。
1449,154,A,我知道不漂亮，可我认这性子。
1450,154,A,看了总会难受一阵，但不看我会一直猜，我总要亲眼看了才死心。
1451,154,B,这判断我自己买单，谁劝都白搭。
1452,154,B,那是他的过去，和我没关系。
1453,154,B,我对过去的人一向很克制，我相信他，不需要去查。
1454,154,B,我知道不漂亮，可我认这性子。
1455,154,B,丑话说前头：我就这样选。
1456,154,B,看了只会给自己添堵，放下以后我会特别冷。
1457,154,B,经验写脸上了，我不再装大度。
1458,154,B,我相信他，不需要去查，过去的人不值得我再折腾。
1459,154,B,控制住自己才不去搜，搜了一次就会有第二次，过去的人不值得我再折腾。
1460,154,B,过去的人不值得我再折腾，看了她的照片，我会忍不住比较。
1461,155,A,这判断我自己买单，谁劝都白搭。
1462,155,A,生病的时候人特别脆弱，陪着比什么药都强。
1463,155,A,我知道不漂亮，可我认这性子。
1464,155,A,经验写脸上了，我不再装大度。
1465,155,A,丑话说前头：我就这样选。
1466,155,A,他在我身边我才安心。
1467,155,A,他难受时我不在场，我会比他更慌。
1468,155,A,心里会一直惦记，我不需要做什么，就在旁边坐着也行，我嘴上不说。
1469,155,A,过年就是换地方躺尸，走亲戚累死我了。
1470,155,A,他一个人扛病，我比他先慌成热锅蚂蚁。
1471,155,B,安慰词我不会，买药煮粥请假我在行。
1472,155,B,干坐着陪我慌，不做点事像在摸鱼。
1473,155,B,我闲不住，先把挂号拿药摆平，他才能躺平。
1474,155,B,医院流程我包了，眼泪留给会哭的人。
1475,155,B,陪伴我不会，行动才能让我心安。
1476,155,B,我表达关心就靠跑腿，嘴笨但腿勤。
1477,155,B,光陪着我像废物，递杯热水都算立功。
1478,155,B,问题解决了，他才能真休息，我才不内耗。
1479,155,B,挂号拿药一条龙，这是我的爱的形状。
1480,155,B,坐着心疼没用，我得把事办成。
1481,157,A,毕竟在一起过，能帮就帮。
1482,157,A,这判断我自己买单，谁劝都白搭。
1483,157,A,我知道不漂亮，可我认这性子。
1484,157,A,心软有限度，这回我先护自己。
1485,157,A,只是帮个忙，不代表复合。
1486,157,A,丑话说前头：我就这样选。
1487,157,A,经验写脸上了，我不再装大度。
1488,157,A,心里会一直惦记，帮完这次，我心里也能彻底放下了，我嘴上不说。
1489,157,A,不帮显得我还记恨他。
1490,157,A,不代表复合，我嘴上不说，心里会一直惦记，只是帮个忙。
1491,157,B,分手了就要有分手的样子。
1492,157,B,这判断我自己买单，谁劝都白搭。
1493,157,B,我知道不漂亮，可我认这性子。
1494,157,B,丑话说前头：我就这样选。
1495,157,B,身体先报警，我选择听身体的。
1496,157,B,经验写脸上了，我不再装大度。
1497,157,B,心软有限度，这回我先护自己。
1498,157,B,朋友笑我轴，轴就轴吧。
1499,157,B,深夜想通一件事：别硬撑体面。
1500,157,B,矫情归我，真心也归我。
